id_osm_rer,comune_osm,nome_via_osm
45164,Sestola,"Via Campedini"
45165,Sestola,"Via Capanna"
45166,Sestola,"Via Carbonile"
45167,Sestola,"Via Casa Barbieri"
45168,Sestola,"Via Casa Ferrara"
45169,Sestola,"Via Casa Giacomo"
45170,Sestola,"Via Casa Gualandri"
45171,Sestola,"Via Casa Mazzoni"
45172,Sestola,"Via Casa Nuova"
45173,Sestola,"Via Casa Ricci"
45174,Sestola,"Via Casa Ricini"
45175,Sestola,"Via Casa Seri"
45176,Sestola,"Via Casa Spera"
45177,Sestola,"Via Casellina"
45178,Sestola,"Via Caserma"
45179,Sestola,"Via Casine"
45180,Sestola,"Via Casone"
45181,Sestola,"Via Castagnola"
45182,Sestola,"Via Castello"
45183,Sestola,"Via Cavalcabò"
45184,Sestola,"Via cerreto"
45185,Sestola,"Via Cerro"
45186,Sestola,"Via Chiesa Nuova"
45187,Sestola,"Via Chiodini"
45188,Sestola,"Via Cimone"
45189,Sestola,"Via Circonvallazione"
45190,Sestola,"Via Colonello Barattini"
45191,Sestola,"Via Comunale Roncoscaglia"
45192,Sestola,"Via Cornè"
45193,Sestola,"Via Cosimo Zona"
45194,Sestola,"Via Costa"
45195,Sestola,"Via del Castagno"
45196,Sestola,"Via del Deredinger"
45197,Sestola,"Via del Forno"
45198,Sestola,"Via dell'Aereonautica"
45199,Sestola,"Via della Lima"
45200,Sestola,"Via della Loggia"
45201,Sestola,"Via della Rocca"
45202,Sestola,"Via della Rosa"
45203,Sestola,"Via dell'Artigianato"
45204,Sestola,"Via della Ruzzola"
45205,Sestola,"Via della Volpe"
45206,Sestola,"Via delle Rose"
45207,Sestola,"Via delle Ville"
45208,Sestola,"Via delle Volte"
45209,Sestola,"Via dell'Industria"
45210,Sestola,"Via dello Sport"
45211,Sestola,"Via Don Telesforo Pedroni"
45212,Sestola,"Via Faggiotti"
45213,Sestola,"Via Federico Boselli"
45214,Sestola,"Via Fioppe"
45215,Sestola,"Via Fondovalle"
45216,Sestola,"Via Fontana Buona"
45217,Sestola,"Via Fontanelle"
45218,Sestola,"Via Fratta"
45219,Sestola,"Via Frattone"
45220,Sestola,"Via Gallinaro"
45221,Sestola,"Via Gambara"
45222,Sestola,"Via Geminiano Rondelli"
45223,Sestola,"Via Giovan Battista Perfetti"
45224,Sestola,"Via Gonde"
45225,Sestola,"Via Governatori del Frignano"
45226,Sestola,"Via Guidellina"
45227,Sestola,"Via I Maggio"
45228,Sestola,"Via IV Novembre"
45229,Sestola,"Via Lago della Ninfa"
45230,Sestola,"Via Lago Ninfa"
45231,Sestola,"Via La Sorbella"
45232,Sestola,"Via le Ville"
45233,Sestola,"Via Loghetto"
45234,Sestola,"Via Lughetto"
45235,Sestola,"Via Luigi Ricci"
45236,Sestola,"Via Macciola"
45237,Sestola,"Via Macello"
45238,Sestola,"Via Mandriole"
45239,Sestola,"Via Maneggio"
45240,Sestola,"Via Montefiorino"
45241,Sestola,"Via Monte Rondinara"
45242,Sestola,"Via Montesale"
45243,Sestola,"Via Muriana"
45244,Sestola,"Via Nino Don Malerba"
45245,Sestola,"Via Nostri Monti"
45246,Sestola,"Via Oppio"
45247,Sestola,"Via Palazzo"
45248,Sestola,"Via Palazzola"
45249,Sestola,"Via Palazzuola"
45250,Sestola,"Via Panoramica"
45251,Sestola,"Via Passerino"
45252,Sestola,"Via Passo del Lupo"
45253,Sestola,"Via per Vesale"
45254,Sestola,"Via Peschiera"
45255,Sestola,"Via Pian del Falco"
45256,Sestola,"Via Pian del Monte"
45257,Sestola,"Via Pianelle"
45258,Sestola,"Via Pietro Tacchini"
45259,Sestola,"Via Pioppe"
45260,Sestola,"Via Piscina"
45261,Sestola,"Via Poggetto"
45262,Sestola,"Via Poggio"
45263,Sestola,"Via Poggioraso"
45264,Sestola,"Via Pollino"
45265,Sestola,"Via Ponte Val di Sasso"
45266,Sestola,"Via Ponticelli"
45267,Sestola,"Via Pradole"
45268,Sestola,"Via Prato della Donnina"
45269,Sestola,"Via Prato del Nizzo"
45270,Sestola,"Via Provinciale per Pavullo"
45271,Sestola,"Via Provinciale Vecchia"
45272,Sestola,"Via Querciole"
45273,Sestola,"Via Rivabella"
45274,Sestola,"Via Rocchetta"
45275,Sestola,"Via Rocchetta Sandri"
45276,Sestola,"Via Ronco"
45277,Sestola,"Via Rovinaccia"
45278,Sestola,"Via San Biagio"
45279,Sestola,"Via San Rocco"
45280,Sestola,"Via Sant'Antonio"
45281,Sestola,"Via Sassatelli"
45282,Sestola,"Via Sasso Bianco"
45283,Sestola,"Via Sassoni"
45284,Sestola,"Via Sassopagano"
45285,Sestola,"Via Scoltenna"
45286,Sestola,"Via Secchiola"
45287,Sestola,"Via Serlina"
45288,Sestola,"Via Serravalle"
45289,Sestola,"Via Sorgente"
45290,Sestola,"Via Spinedola"
45291,Sestola,"Via Sqizza"
45292,Sestola,"Via Stadio"
45293,Sestola,"Via Statale Est"
45294,Sestola,"Via Statale Ovest"
45295,Sestola,"Via Statale per Fanano"
45296,Sestola,"Via Statale per Roncoscaglia"
45297,Sestola,"Via Superchina"
45298,Sestola,"Via Tanelle"
45299,Sestola,"Via Teresina Burchi"
45300,Sestola,"Via Tintoria"
45301,Sestola,"Via Tolè"
45302,Sestola,"Via Torraccia"
45303,Sestola,"Via Torricella"
45304,Sestola,"Via Trentino"
45305,Sestola,"Via Tuadaccio"
45306,Sestola,"Via Utte"
45307,Sestola,"Via Val di Sasso"
45308,Sestola,"Via Vivaio"
45309,Sestola,"Vicolo Corto"
45310,Sestola,"Vicolo vecchio"
45311,"Sissa Trecasali","Argine Po in Frazione Coltaro"
45312,"Sissa Trecasali",CicloTaro
45313,"Sissa Trecasali","Ciclo Taro"
45314,"Sissa Trecasali","del Cimiterio"
45315,"Sissa Trecasali","della Constituzione"
45316,"Sissa Trecasali","Frazione Sottargine"
45317,"Sissa Trecasali","Frazione Torricella"
45318,"Sissa Trecasali","Percorso Ciclopedonale Ciclo Taro"
45319,"Sissa Trecasali","SP 8"
45320,"Sissa Trecasali","Strada Lungolorno"
45321,"Sissa Trecasali","Strada San Rocco"
45322,"Sissa Trecasali","Via Aldo Moro"
45323,"Sissa Trecasali","Via Biondini"
45324,"Sissa Trecasali","Via Cornazzano"
45325,"Sissa Trecasali","Via cremonese"
45326,"Sissa Trecasali","Via Cremonese"
45327,"Sissa Trecasali","Via dei Mulini"
45328,"Sissa Trecasali","Via Don Giovanni Minzoni"
45329,"Sissa Trecasali","Via Gioacchino Rossini"
45330,"Sissa Trecasali","Via Gramigna"
45331,"Sissa Trecasali","Viale Arturo Toscanini"
45332,"Sissa Trecasali","Viale dei caduti"
45333,"Sissa Trecasali","Viale dei Caduti in Guerra"
45334,"Sissa Trecasali","Via Lorno"
45335,"Sissa Trecasali","Via Lugagnano"
45336,"Sissa Trecasali","Via Luganotto"
45337,"Sissa Trecasali","Via Mazzacavallo"
45338,"Sissa Trecasali","Via Padana"
45339,"Sissa Trecasali","Via Pietro Secchia"
45340,"Sissa Trecasali","Via Provinciale"
45341,"Sissa Trecasali","Via Provinciale San Quirico"
45342,"Sissa Trecasali","Via Roma"
45343,"Sissa Trecasali","Via Torta"
45344,"Sissa Trecasali","Via Vecchia di Sissa"
45345,"Sogliano al Rubicone","Località Belvedere"
45346,"Sogliano al Rubicone","passo dei meloni"
45347,"Sogliano al Rubicone","Piazza Giacomo Matteotti"
45348,"Sogliano al Rubicone","Strada Provinciale 85"
45349,"Sogliano al Rubicone","Strada provinciale Santagatese"
45350,"Sogliano al Rubicone","Strada provinciale Sogliano"
45351,"Sogliano al Rubicone","Strada Statale 3 bis Tiberina"
45352,"Sogliano al Rubicone","Via Bagnolo Farneto"
45353,"Sogliano al Rubicone","Via Cioca"
45354,"Sogliano al Rubicone","Via Compagnia"
45355,"Sogliano al Rubicone","Via dei Fiordalisi"
45356,"Sogliano al Rubicone","Via dei Girasoli"
45357,"Sogliano al Rubicone","Via dei Tulipani"
45358,"Sogliano al Rubicone","Via delle Gardenie"
45359,"Sogliano al Rubicone","Via delle Primule"
45360,"Sogliano al Rubicone","Via delle Rose"
45361,"Sogliano al Rubicone","Via delle Viole"
45362,"Sogliano al Rubicone","Via Egisto Ricci"
45363,"Sogliano al Rubicone","Via Faggeto"
45364,"Sogliano al Rubicone","Via Francesco Crispi"
45365,"Sogliano al Rubicone","Via La Valle"
45366,"Sogliano al Rubicone","Via Massamanente Campitello"
45367,"Sogliano al Rubicone","Via Massamanente Chiesa"
45368,"Sogliano al Rubicone","via massamanente pozzo"
45369,"Sogliano al Rubicone","via massamanente serra ronchi"
45370,"Sogliano al Rubicone","Via Montetiffi Piscaglia"
45371,"Sogliano al Rubicone","Via Nazionale Gualdo"
45372,"Sogliano al Rubicone","Via Palmiro Togliatti"
45373,"Sogliano al Rubicone","Via Piero Nenni"
45374,"Sogliano al Rubicone","Via Pietra dell'Uso Ponte Rosso"
45375,"Sogliano al Rubicone","Via Pieve Ginestreto"
45376,"Sogliano al Rubicone","Via Prati Verdi"
45377,"Sogliano al Rubicone","Via Rivarossa"
45378,"Sogliano al Rubicone","Via San Paolo all'Uso"
45379,"Sogliano al Rubicone","Via Sapigno Pietra Bassa"
45380,"Sogliano al Rubicone","Via Serra"
45381,"Sogliano al Rubicone","Via Valzania"
45382,"Sogliano al Rubicone","Via Vernano"
45383,Solarolo,"Autostrada Adriatica"
45384,Solarolo,"Autostrada Adriatica Diramazione per Ravenna"
45385,Solarolo,"Piazza Garibaldi"
45386,Solarolo,"Piazza Gonzaga"
45387,Solarolo,"Piazza Mons. Babini"
45388,Solarolo,"Piazza XXV Aprile"
45389,Solarolo,"Strada Provinciale Borello-Castelnuovo"
45390,Solarolo,"Strada Provinciale Canale dei Molini"
45391,Solarolo,"Strada Provinciale Canale di Solarolo"
45392,Solarolo,"Strada Provinciale Castelnuovo Pilastrino"
45393,Solarolo,"Strada Provinciale Felisio"
45394,Solarolo,"Strada Provinciale Madonna della Salute"
45395,Solarolo,"Strada Provinciale Pilastrino-San Mauro"
45396,Solarolo,"Strada Provinciale San Mauro Pilastrino"
45397,Solarolo,"Via Andrea Costa"
45398,Solarolo,"Via Antonio Gramsci"
45399,Solarolo,"Via Arno"
45400,Solarolo,"Via Bachelet"
45401,Solarolo,"Via Bassani"
45402,Solarolo,"Via Beltrani"
45403,Solarolo,"Via Benigno Zaccagnini"
45404,Solarolo,"Via Bologna"
45405,Solarolo,"Via Borgo Benoli"
45406,Solarolo,"Via Buratella"
45407,Solarolo,"Via caduti di Nassirya"
45408,Solarolo,"Via Caduti di Russia"
45409,Solarolo,"Via Canale"
45410,Solarolo,"Via Canaletta"
45411,Solarolo,"Via Canalvecchio"
45412,Solarolo,"Via Carraie"
45413,Solarolo,"Via Cavina"
45414,Solarolo,"Via Celletta"
45415,Solarolo,"Via Colombara"
45416,Solarolo,"Via Colombaroni"
45417,Solarolo,"Via Condotto"
45418,Solarolo,"Via Corona"
45419,Solarolo,"Via Corradino"
45420,Solarolo,"Via Corriera"
45421,Solarolo,"Via della Repubblica"
45422,Solarolo,"Via della Resistenza"
45423,Solarolo,"Via Donegalla"
45424,Solarolo,"Via Eugenio Montale"
45425,Solarolo,"Via Fabretti"
45426,Solarolo,"Via Fioroni"
45427,Solarolo,"Via Fioschi"
45428,Solarolo,"Via Fiume Santerno"
45429,Solarolo,"Via Fiume Senio"
45430,Solarolo,"Via Fossa di Sopra"
45431,Solarolo,"Via Fossa di Sotto"
45432,Solarolo,"Via Francesco Santi"
45433,Solarolo,"Via Gabrielli"
45434,Solarolo,"Via Gaiano Casanola"
45435,Solarolo,"Via Gaiano Nuova"
45436,Solarolo,"Via Geminiani"
45437,Solarolo,"Via Giacomo Matteotti"
45438,Solarolo,"Via Giovanni Amendola"
45439,Solarolo,"Via Giuseppe Di Vittorio"
45440,Solarolo,"Via Giuseppe Mazzini"
45441,Solarolo,"Via Giuseppe Verdi"
45442,Solarolo,"Via Guglielmo Marconi"
45443,Solarolo,"Via Guido Rossa"
45444,Solarolo,"Via John Fitzgerald Kennedy"
45445,Solarolo,"Via Larga"
45446,Solarolo,"Viale Giovanni Pascoli"
45447,Solarolo,"Viale Stazione"
45448,Solarolo,"Via Lieto Sarti"
45449,Solarolo,"Via Lunga"
45450,Solarolo,"Via Madonna della Salute"
45451,Solarolo,"Via Madre Teresa di Calcutta"
45452,Solarolo,"Via Maduno"
45453,Solarolo,"Via Mananini"
45454,Solarolo,"Via Mandriole"
45455,Solarolo,"Via Marco Biagi"
45456,Solarolo,"Via Martinona"
45457,Solarolo,"Via Martiri di Felisio"
45458,Solarolo,"Via Martiri di Piazza Fontana"
45459,Solarolo,"Via Mirasole"
45460,Solarolo,"Via Molinello"
45461,Solarolo,"Via Mons. Paolo Taroni"
45462,Solarolo,"Via Morandi"
45463,Solarolo,"Via Nullo Baldini"
45464,Solarolo,"Via Nuova Prati"
45465,Solarolo,"Via Ordiere"
45466,Solarolo,"Via Orticini"
45467,Solarolo,"Via Padrina"
45468,Solarolo,"Via Palmiro Togliatti"
45469,Solarolo,"Via Peschiera"
45470,Solarolo,"Via Piave"
45471,Solarolo,"Via Pilastrino"
45472,Solarolo,"Via Po"
45473,Solarolo,"Via Prati Bentoni"
45474,Solarolo,"Via Praticelli"
45475,Solarolo,"Via Primo Maggio"
45476,Solarolo,"Via Pritella"
45477,Solarolo,"Via Rio"
45478,Solarolo,"Via Risorgimento"
45479,Solarolo,"Via Roma"
45480,Solarolo,"Via Rosario"
45481,Solarolo,"Via Salvo d' Acquisto"
45482,Solarolo,"Via San Bartolo"
45483,Solarolo,"Via Sandretti"
45484,Solarolo,"Via Sandro Pertini"
45485,Solarolo,"Via Sangiorgi"
45486,Solarolo,"Via Sarmiano"
45487,Solarolo,"Via Savoie"
45488,Solarolo,"Via Schiavonia"
45489,Solarolo,"Via Segazzano"
45490,Solarolo,"Via Sganga"
45491,Solarolo,"Via Suor Teresa Cimatti"
45492,Solarolo,"Via Tellarini"
45493,Solarolo,"Via Tevere"
45494,Solarolo,"Via Toni Teodosio"
45495,Solarolo,"Via Ugo La Malfa"
45496,Solarolo,"Via Viazza"
45497,Solarolo,"Via Vittime Civili"
45498,Solarolo,"Via Vittorio Bachelet"
45499,Solarolo,"Via XI aprile"
45500,Solarolo,"Via XX Settembre"
45501,Solarolo,"Vicolo Gaiano"
45502,Solarolo,"Vicolo Pilastrino"
45503,Solarolo,"Vicolo San Sebastiano"
45504,Soliera,"Percorso Natura Secchia - Destra Po"
45505,Soliera,"Piazzale G. Loschi"
45506,Soliera,"Piazza Lusvardi"
45507,Soliera,SP12
45508,Soliera,"Strada Provinciale 413 Romana"
45509,Soliera,"Strada Provinciale Carpi Ravarino"
45510,Soliera,"Via 2 Giugno '46"
45511,Soliera,"Via A. Costa"
45512,Soliera,"Via Adige"
45513,Soliera,"Via A. Grandi"
45514,Soliera,"Via Alberto Dalla Chiesa"
45515,Soliera,"Via Aldo Moro esterna"
45516,Soliera,"Via Alessandro Manzoni"
45517,Soliera,"Via Alessandro Volta"
45518,Soliera,"Via Amerigo Vespucci"
45519,Soliera,"Via A. Morandi"
45520,Soliera,"Via Andrea Doria"
45521,Soliera,"Via A. Ponchielli"
45522,Soliera,"Via Appalto"
45523,Soliera,"Via Archimede"
45524,Soliera,"Via Arginetto"
45525,Soliera,"Via Arno"
45526,Soliera,"Via Arrigo Boito"
45527,Soliera,"Via Arturo Toscanini"
45528,Soliera,"Via A. Scarlatti"
45529,Soliera,"Via A. Tassoni"
45530,Soliera,"Via Bassana"
45531,Soliera,"Via Bastiglia"
45532,Soliera,"Via Bellini"
45533,Soliera,"Via Bettola"
45534,Soliera,"Via Boves"
45535,Soliera,"Via Caiumi"
45536,Soliera,"Via Camillo Benso Cavour"
45537,Soliera,"Via Canalazzo"
45538,Soliera,"Via Canale"
45539,Soliera,"Via Canale dell'Erba"
45540,Soliera,"Via Caravaggio"
45541,Soliera,"Via Cà Vecchia"
45542,Soliera,"Via Cavetto"
45543,Soliera,"Via Cesare Pavese"
45544,Soliera,"Via Ciro Menotti"
45545,Soliera,"Via Commenda"
45546,Soliera,"Via Corte"
45547,Soliera,"Via Cristoforo Colombo"
45548,Soliera,"Via Croce Lama"
45549,Soliera,"Via Dante Alighieri"
45550,Soliera,"Via dei Caduti"
45551,Soliera,"Via dei Fuochi"
45552,Soliera,"Via della Libertà"
45553,Soliera,"Via della Pace"
45554,Soliera,"Via della Stazione"
45555,Soliera,"Via della Zuanna"
45556,Soliera,"Via delle Quercie"
45557,Soliera,"Via Donatori di Sangue"
45558,Soliera,"Via Don Giovanni Minzoni"
45559,Soliera,"Via Don Monari"
45560,Soliera,"Via Don Sturzo"
45561,Soliera,"Via Due Ponti"
45562,Soliera,"Via Elsa Morante"
45563,Soliera,"Via Enrico Berlinguer"
45564,Soliera,"Via Enrico Fermi"
45565,Soliera,"Via E. Torricelli"
45566,Soliera,"Via Europa"
45567,Soliera,"Via Falcone e Borsellino"
45568,Soliera,"Via F.lli Bandiera"
45569,Soliera,"Via F.lli Cervi"
45570,Soliera,"Via F.lli Rosselli"
45571,Soliera,"Via F. Magellano"
45572,Soliera,"Via Fornace"
45573,Soliera,"Via Foschiera"
45574,Soliera,"Via Fossetta Est"
45575,Soliera,"Via Fossetta Ovest"
45576,Soliera,"Via Francesco Petrarca"
45577,Soliera,"Via Francia"
45578,Soliera,"Via Frignana"
45579,Soliera,"Via Galileo Galilei"
45580,Soliera,"Via Gambisa"
45581,Soliera,"Via Gandolfa"
45582,Soliera,"Via G. Di Vittorio"
45583,Soliera,"Via G. Donizetti"
45584,Soliera,"Via Germania"
45585,Soliera,"Via Giacomo Leopardi"
45586,Soliera,"Via Giandegola"
45587,Soliera,"Via Giosuè Carducci"
45588,Soliera,"Via Giotto"
45589,Soliera,"Via Giovanni Pascoli"
45590,Soliera,"Via G. Loschi"
45591,Soliera,"Via G. Matteotti"
45592,Soliera,"Via G. Mazzini"
45593,Soliera,"Via G. Puccini"
45594,Soliera,"Via Grande Rosa"
45595,Soliera,"Via Grillenzona"
45596,Soliera,"Via Grossa Testa"
45597,Soliera,"Via Guglielmo Marconi"
45598,Soliera,"Via Guido Rossa"
45599,Soliera,"Via G. Verdi"
45600,Soliera,"Via G. Zanasi"
45601,Soliera,"Via Imperiale"
45602,Soliera,"Via Indipendenza"
45603,Soliera,"Via Inghilterra"
45604,Soliera,"Via Italia"
45605,Soliera,"Via IV Novembre"
45606,Soliera,"Via Lama"
45607,Soliera,"Via Lametta"
45608,Soliera,"Via Leonardo Da Vinci"
45609,Soliera,"Via L. Galvani"
45610,Soliera,"Via Limidi"
45611,Soliera,"Via Ludovico Antonio Muratori"
45612,Soliera,"Via Magnavacca"
45613,Soliera,"Via Marchiona"
45614,Soliera,"Via Marco Polo"
45615,Soliera,"Via Martiri partigiani"
45616,Soliera,"Via Marzabotto"
45617,Soliera,"Via Mercalli"
45618,Soliera,"Via Meucci"
45619,Soliera,"Via Michelangelo"
45620,Soliera,"Via Montecuccoli"
45621,Soliera,"Via Morello di Mezzo"
45622,Soliera,"Via Morello Sud"
45623,Soliera,"Via Murazzuoli"
45624,Soliera,"Via Nasi Interno"
45625,Soliera,"Via Niccolo Paganini"
45626,Soliera,"Via Nino Bixio"
45627,Soliera,"Via Oglio"
45628,Soliera,"Via Olanda"
45629,Soliera,"Via O. Pederzoli"
45630,Soliera,"Via O. Respighi"
45631,Soliera,"Via Oriolo"
45632,Soliera,"Via Palazzina"
45633,Soliera,"Via Papa Giovanni XXIII"
45634,Soliera,"Via Papotti"
45635,Soliera,"Via Pescarola"
45636,Soliera,"Via Piave"
45637,Soliera,"Via Piega"
45638,Soliera,"Via Pietro Nenni"
45639,Soliera,"Via Piga"
45640,Soliera,"Via Pio La Torre"
45641,Soliera,"Via Pirazzo"
45642,Soliera,"Via Pitagora"
45643,Soliera,"Via P. Mascagni"
45644,Soliera,"Via Po"
45645,Soliera,"Via Ponterotto"
45646,Soliera,"Via Pratazzola"
45647,Soliera,"Via Prati Vaccheria"
45648,Soliera,"Via Primo Maggio"
45649,Soliera,"Via Raffaello Gentileschi"
45650,Soliera,"Via Ragazzi del 99"
45651,Soliera,"Via Ranara"
45652,Soliera,"Via Reno"
45653,Soliera,"Via Rimembranze"
45654,Soliera,"Via Risorgimento"
45655,Soliera,"Via Roma"
45656,Soliera,"Via Ronchi"
45657,Soliera,"Via Rossini"
45658,Soliera,"Via Sabbioni"
45659,Soliera,"Via San Domenico"
45660,Soliera,"Via San Michele"
45661,Soliera,"Via San Pellegrino"
45662,Soliera,"Via Santa Maria"
45663,Soliera,"Via S. Cabassii"
45664,Soliera,"Via Serrasina"
45665,Soliera,"Via Silvio Pellico"
45666,Soliera,"Via Soliera Cavezzo"
45667,Soliera,"Via Stradello Arginetto"
45668,Soliera,"Via Stradello Basso"
45669,Soliera,"Via Stradello Cantone"
45670,Soliera,"Via Stradello Confine"
45671,Soliera,"Via Stradello Lama"
45672,Soliera,"Via Stradello Lama Est"
45673,Soliera,"Via Stradello Morello"
45674,Soliera,"Via Stradello Prati"
45675,Soliera,"Via Stradello Rotta"
45676,Soliera,"Via Stradello Sala"
45677,Soliera,"Via Stradello San Michele"
45678,Soliera,"Via Svoto Donella"
45679,Soliera,"Via Tagliamento"
45680,Soliera,"Via Tevere"
45681,Soliera,"Via Ticino"
45682,Soliera,"Via Torchio"
45683,Soliera,"Via Trivio"
45684,Soliera,"Via U. Giordano"
45685,Soliera,"Via Ugo Foscolo"
45686,Soliera,"Via Vaccheria"
45687,Soliera,"Via Vaccheria Prati"
45688,Soliera,"Via Vasco De Gama"
45689,Soliera,"Via Viazza"
45690,Soliera,"Via Viazzolo"
45691,Soliera,"Via VIII Maggio"
45692,Soliera,"Via Vivaldi"
45693,Soliera,"Via XX Novembre"
45694,Soliera,"Via XXV Aprile"
45695,Solignano,810c
45696,Solignano,814
45697,Solignano,"Autostrada della Cisa"
45698,Solignano,CP1
45699,Solignano,CP1/810c
45700,Solignano,"Ponte Vittorio Veneto"
45701,Solignano,"Strada Bivio Plererna - Solignano"
45702,Solignano,"Strada Borelle"
45703,Solignano,"Strada Bottione - Plererna - Solignano"
45704,Solignano,"Strada Carpadasco"
45705,Solignano,"Strada Contile Pessola"
45706,Solignano,"Strada dei Bruschi"
45707,Solignano,"Strada dei Cersetti"
45708,Solignano,"Strada di Fosio"
45709,Solignano,"Strada Marena Massari"
45710,Solignano,"Strada Marena Specchio"
45711,Solignano,"strada Mazzareto Fopla"
45712,Solignano,"Strada Selva Priana"
45713,Solignano,"Strada Trabucco-Galgara"
45714,Solignano,"Via Alessandro Manzoni"
45715,Solignano,"Via Amerigo Vespucci"
45716,Solignano,"Via Arturo Toscanoini"
45717,Solignano,"Via Centro"
45718,Solignano,"Via Correggio"
45719,Solignano,"Via Gabriele D'Annunzio"
45720,Solignano,"Via Giacomo Leopardi"
45721,Solignano,"Via Giovanni Pascoli"
45722,Solignano,"Via Giuseppe Verdi"
45723,Solignano,"Via Leonardo Da Vinci"
45724,Solignano,"Via Michelangelo"
45725,Solignano,"Via Raffaello"
45726,Solignano,"Via Roma"
45727,Solignano,"Via Taro"
45728,Solignano,"Via U.Bertoli"
45729,Soragna,"Autostrada del Sole"
45730,Soragna,"Via Toscanini"
45731,Sorbolo,"Bici Parma Po"
45732,Sorbolo,Cispadana
45733,Sorbolo,"D'Acquisto"
45734,Sorbolo,"Piazza della Libertà"
45735,Sorbolo,"Piazzale XI Settembre"
45736,Sorbolo,"Piazza Paini"
45737,Sorbolo,"Strada degli Atanasi"
45738,Sorbolo,"Strada del Borghetto"
45739,Sorbolo,"Strada del Bosco Ramoscello"
45740,Sorbolo,"Strada del Canale"
45741,Sorbolo,"strada del castello"
45742,Sorbolo,"Strada del fienile"
45743,Sorbolo,"Strada della Chiesa"
45744,Sorbolo,"Strada della Fine"
45745,Sorbolo,"Strada della Puia"
45746,Sorbolo,"strada delle orsoline"
45747,Sorbolo,"Strada di Bogolese"
45748,Sorbolo,"Strada di Chiozzola"
45749,Sorbolo,"Strada Di Chiozzola"
45750,Sorbolo,"Strada Martiri di Casaltone"
45751,Sorbolo,"Strada Provinciale 60"
45752,Sorbolo,"Strada Puia"
45753,Sorbolo,"Strada Statale Cisa"
45754,Sorbolo,"Strada Traversante Pedrignano"
45755,Sorbolo,"Stradello Serpente"
45756,Sorbolo,"Via 1° Maggio"
45757,Sorbolo,"Via Aia"
45758,Sorbolo,"Via Antonio Gramsci"
45759,Sorbolo,"Via Artemio Pisi"
45760,Sorbolo,"Via Azzali"
45761,Sorbolo,"Via Bachelet"
45762,Sorbolo,"Via B. Buozzi"
45763,Sorbolo,"Via Benassi"
45764,Sorbolo,"Via Bogolese"
45765,Sorbolo,"Via Bologna"
45766,Sorbolo,"Via Bottego"
45767,Sorbolo,"Via Bruno"
45768,Sorbolo,"Via Caduti del Lavoro"
45769,Sorbolo,"Via Caselli"
45770,Sorbolo,"Via Cavour"
45771,Sorbolo,"Via Clivio"
45772,Sorbolo,"Via Conforti"
45773,Sorbolo,"Via Curiel"
45774,Sorbolo,"Via Dalla Chiesa"
45775,Sorbolo,"Via Dante Alighieri"
45776,Sorbolo,"Via dei Ferrari"
45777,Sorbolo,"Via Dei Fiori"
45778,Sorbolo,"Via del Bersagneto"
45779,Sorbolo,"Via del Castello"
45780,Sorbolo,"Via del Donatore"
45781,Sorbolo,"Via delle Rimembranze"
45782,Sorbolo,"Via del Mulino"
45783,Sorbolo,"Via del Porto"
45784,Sorbolo,"Via D'Enza"
45785,Sorbolo,"Via Di Vittorio"
45786,Sorbolo,"Via Don Minzoni"
45787,Sorbolo,"Via Dugale"
45788,Sorbolo,"Via Einaudi"
45789,Sorbolo,"Via Elsa Morante"
45790,Sorbolo,"Via Emilio Alessandrini"
45791,Sorbolo,"Via Esperanto"
45792,Sorbolo,"Via Faraboli"
45793,Sorbolo,"Via Fernando Santi"
45794,Sorbolo,"Via Firenze"
45795,Sorbolo,"Via Fleming"
45796,Sorbolo,"Via F.lli Cervi"
45797,Sorbolo,"Via F.lli Rosselli"
45798,Sorbolo,"Via Genova"
45799,Sorbolo,"Via Ghidini"
45800,Sorbolo,"Via Giacomo Matteotti"
45801,Sorbolo,"Via Giosuè Carducci"
45802,Sorbolo,"Via Giovanni XXIII"
45803,Sorbolo,"Via Giuseppe Garibaldi"
45804,Sorbolo,"Via G. Pesci"
45805,Sorbolo,"Via Grazia Deledda"
45806,Sorbolo,"Via Gruppini"
45807,Sorbolo,"Via Guarini"
45808,Sorbolo,"Via Guido Rossa"
45809,Sorbolo,"Via Ildebrando Cocconi"
45810,Sorbolo,"Viale Filomeno Tavacca"
45811,Sorbolo,"Via Logretto"
45812,Sorbolo,"Via Luxeburg"
45813,Sorbolo,"Via Mantova"
45814,Sorbolo,"Via Maria Montessori"
45815,Sorbolo,"Via Marmolada"
45816,Sorbolo,"Via Martignoni"
45817,Sorbolo,"Via Martiri della Libertà"
45818,Sorbolo,"Via Meucci"
45819,Sorbolo,"Via Milano"
45820,Sorbolo,"Via Mina"
45821,Sorbolo,"Via Montefiorino"
45822,Sorbolo,"Via Montegrappa"
45823,Sorbolo,"Via Montesanto"
45824,Sorbolo,"Via Nenni"
45825,Sorbolo,"Via Nino Bixio"
45826,Sorbolo,"Via Nuova del Bosco"
45827,Sorbolo,"Via Olivelli"
45828,Sorbolo,"Via Orsoline"
45829,Sorbolo,"Via Pablo"
45830,Sorbolo,"Via Parri"
45831,Sorbolo,"Via Piave"
45832,Sorbolo,"Via P. Mascagni"
45833,Sorbolo,"Via Po"
45834,Sorbolo,"Via Quattro Novembre"
45835,Sorbolo,"Via Rabaglia"
45836,Sorbolo,"Via Renzo Pezzani"
