id_osm_rer,comune_osm,nome_via_osm
1,Agazzano,"Località Milione"
2,Agazzano,"Loc. Canile di Montebolzone"
3,Agazzano,"Piazza Europa"
4,Agazzano,"Piazza Libertà"
5,Agazzano,"Strada Agazzano-Pianello"
6,Agazzano,"Strada Amola"
7,Agazzano,"Strada Bissone"
8,Agazzano,"Strada Colombaie"
9,Agazzano,"Strada comunale Arcello"
10,Agazzano,"Strada della Polveriera"
11,Agazzano,"Strada di Montebolzone"
12,Agazzano,"Strada Misano"
13,Agazzano,"Strada Molino Vecchio"
14,Agazzano,"Strada Montebolzone"
15,Agazzano,"Strada Montecanino"
16,Agazzano,"Strada per Rezzanello"
17,Agazzano,"Strada Pilastrello"
18,Agazzano,"Strada Provinciale Cantone"
19,Agazzano,"Strada Provinciale della Caldarola"
20,Agazzano,"Strada Rivarossa"
21,Agazzano,"Strada Rivasso"
22,Agazzano,"Strada Sarturano"
23,Agazzano,"Strada secondaria"
24,Agazzano,"Strada Verdeto"
25,Agazzano,"Str. Monteraschino"
26,Agazzano,"Via 25 Aprile"
27,Agazzano,"Via A.Moro"
28,Agazzano,"Via Anguissola Scotti"
29,Agazzano,"Via Anna Ferrari"
30,Agazzano,"Via Cassinari"
31,Agazzano,"Via Cigala Fulgosi"
32,Agazzano,"Via Combattenti"
33,Agazzano,"Via Cremona"
34,Agazzano,"Via del Castello"
35,Agazzano,"Via del Mercato"
36,Agazzano,"Via Don Celli"
37,Agazzano,"Via Don S.Baldini"
38,Agazzano,"Via E. Burana"
39,Agazzano,"Via E.Morante"
40,Agazzano,"Via Ferrante Gonzaga"
41,Agazzano,"Via Gatti"
42,Agazzano,"Via G.Falcone"
43,Agazzano,"Via G.Puccini"
44,Agazzano,"Via G.Rossini"
45,Agazzano,"Via Guglielmo Marconi"
46,Agazzano,"Via Guidotti"
47,Agazzano,"Via G.Verdi"
48,Agazzano,"Via Kennedy"
49,Agazzano,"Viale Anguissola Scotti"
50,Agazzano,"Via Makallè"
51,Agazzano,"Via Mons.Repetti"
52,Agazzano,"Via Paolo Costa"
53,Agazzano,"Via Pertini"
54,Agazzano,"Via P.Neruda"
55,Agazzano,"Via Roma"
56,Agazzano,"Via Tidone"
57,Agazzano,"Via Zacconi"
58,Albareto,845
59,Albareto,845a
60,Albareto,847
61,Albareto,"Albareto-Buzzò"
62,Albareto,"Albareto-Passo dei Due Santi"
63,Albareto,AVML
64,Albareto,"Strada Provinciale 359 di Salsomaggiore e Bardi"
65,Albareto,"Strada Provinciale del Colle di Centocroci"
66,Albareto,T8
67,Albinea,"Anello di Cà del vento"
68,Albinea,"Piazza Caduti alleati di Villa Rossi"
69,Albinea,"Piazza Cavicchioni"
70,Albinea,"Piazzale Lavezza"
71,Albinea,"Scala Santa"
72,Albinea,Scaparra
73,Albinea,"Sterrato del Crostolo"
74,Albinea,"Via 1 Maggio"
75,Albinea,"Via 25 aprile"
76,Albinea,"Via 2 giugno"
77,Albinea,"Via 4 novembre"
78,Albinea,"Via 7 Luglio"
79,Albinea,"Via Alcide De Gasperi"
80,Albinea,"Via Alcide Montanari"
81,Albinea,"Via Alessandro Tassoni"
82,Albinea,"Via Alighieri"
83,Albinea,"Via Andrea Costa"
84,Albinea,"Via Angelo Secchi"
85,Albinea,"Via Antonio Gramsci"
86,Albinea,"Via Balletti"
87,Albinea,"Via Bassi"
88,Albinea,"Via Bellelli"
89,Albinea,"Via Borsellino"
90,Albinea,"Via Bosco del fracasso"
91,Albinea,"Via Brindani"
92,Albinea,"Via Buonarroti"
93,Albinea,"Via Cà del Vento"
94,Albinea,"Via ca' de mori"
95,Albinea,"Via Ca' Duchi"
96,Albinea,"Via Caduti Libertà"
97,Albinea,"Via Campanini"
98,Albinea,"Via Cà Pellicelli"
99,Albinea,"Via Carducci"
100,Albinea,"Via Carlo Sergio Pignedoli"
101,Albinea,"Via Cà Rossa"
102,Albinea,"Via Case Ferrarini"
103,Albinea,"Via Castellana"
104,Albinea,"Via Cavazzone"
105,Albinea,"Via Chierici"
106,Albinea,"Via Chiesa di Albinea"
107,Albinea,"Via Comparoni"
108,Albinea,"Via Conte Re"
109,Albinea,"Via Corticella"
110,Albinea,"Via Cosmo Cosmi"
111,Albinea,"Via Crocioni"
112,Albinea,"Via Crostolo"
113,Albinea,"Via Daniele da Torricella"
114,Albinea,"Via Davoli"
115,Albinea,"Via Deledda"
116,Albinea,"Via della Costa"
117,Albinea,"Via della Noce"
118,Albinea,"Via della Scala Santa"
119,Albinea,"Via della Tenuta"
120,Albinea,"Via Don Amos Barigazzi"
121,Albinea,"Via Don Sturzo"
122,Albinea,"Via Don Ugoletti"
123,Albinea,"Via Falcone"
124,Albinea,"Via Filippo Re"
125,Albinea,"Via Fontanesi"
126,Albinea,"Via Fossette"
127,Albinea,"Via Francesca"
128,Albinea,"Via Franchetti"
129,Albinea,"Via Fratelli Bandiera"
130,Albinea,"Via Fratelli Cervi"
131,Albinea,"Via Fratelli Giaroli"
132,Albinea,"Via Garibaldi"
133,Albinea,"Via Ghidoni"
134,Albinea,"Via Giotto da Bondone"
135,Albinea,"Via Giuseppe Casoni"
136,Albinea,"Via Giuseppe Di Vittorio"
137,Albinea,"Via Grandi"
138,Albinea,"Via Lazzaro Spallanzani"
139,Albinea,"Via Leonardo da Vinci"
140,Albinea,"Via Leopardi"
141,Albinea,"Via Leopoldo Nobili"
142,Albinea,"Via Ligabue"
143,Albinea,"Via Livatino"
144,Albinea,"Via Loris Malaguzzi"
145,Albinea,"Via Luca da Reggio"
146,Albinea,"Via Ludovico Ariosto"
147,Albinea,"Via Luigi Roversi"
148,Albinea,"Via Luigi Settembrini"
149,Albinea,"Via Maffei"
150,Albinea,"Via Maria Melato"
151,Albinea,"Via Mario Giroldini"
152,Albinea,"Via Maritano"
153,Albinea,"Via Marmiroli"
154,Albinea,"Via Martiri della Romania"
155,Albinea,"Via Mattaiano"
156,Albinea,"Via Matteotti"
157,Albinea,"Via Monsignor Leone Tondelli"
158,Albinea,"Via Montanara"
159,Albinea,"Via Monteiatico"
160,Albinea,"Via Monterampino"
161,Albinea,"Via Morandi"
162,Albinea,"Via Morelli"
163,Albinea,"Via Moro"
164,Albinea,"Via Motti"
165,Albinea,"Via Munari"
166,Albinea,"Via Oliveto"
167,Albinea,"Via Oliviero Felici"
168,Albinea,"Via Orsi"
169,Albinea,"Via Papa Giovanni XXIII"
170,Albinea,"Via Pareto"
171,Albinea,"Via Peri"
172,Albinea,"Via Piccinini"
173,Albinea,"Via Pirandello"
174,Albinea,"Via Poiano"
175,Albinea,"Via Quasimodo"
176,Albinea,"Via Rabitti"
177,Albinea,"Via Reverberi"
178,Albinea,"Via Roberto Vinceti"
179,Albinea,"Via Roma"
180,Albinea,"Via Romana"
181,Albinea,"Via Romesino"
182,Albinea,"Via Roncosano"
183,Albinea,"Via Salvo D'Acquisto"
184,Albinea,"Via Sandro Pertini"
185,Albinea,"Via San Geminiano"
186,Albinea,"Via San Giacomo"
187,Albinea,"Via San Prospero"
188,Albinea,"Via Scaparra"
189,Albinea,"Via Scaruffi"
190,Albinea,"Via Simonazzi"
191,Albinea,"Via Simonini"
192,Albinea,"Via Soglia"
193,Albinea,"Via Togliatti"
194,Albinea,"Via Treptow"
195,Albinea,"Via Vaglie"
196,Albinea,"Via Vallisneri"
197,Albinea,"Via Varisco"
198,Albinea,"Via Vendina"
199,Albinea,"Via Venturi"
200,Albinea,"Via Verdi"
201,Albinea,"Via Vergnanini"
202,Albinea,"Via Viani"
203,Albinea,"Via Vittoria Nenni"
204,Albinea,"Via Vittorio Emanuele II"
205,Albinea,"Via Zacconi"
206,Albinea,"Via Zibordi"
207,Alfonsine,"Corso della Repubblica"
208,Alfonsine,"Corso Giacomo Matteotti"
209,Alfonsine,"Corso Giuseppe Garibaldi"
210,Alfonsine,"Piazza Antonio Gramsci"
211,Alfonsine,"Piazza della Resistenza"
212,Alfonsine,"Piazza delle Antiche Saline"
213,Alfonsine,"Piazza Enrico Berlinguer"
214,Alfonsine,"Piazza Vincenzo Monti"
215,Alfonsine,"Piazza X Aprile"
216,Alfonsine,"Strada Beccaria"
217,Alfonsine,"Strada dei Due Palazzi"
218,Alfonsine,"Strada Provinciale Canale Naviglio"
219,Alfonsine,"Strada Statale 16 Adriatica"
220,Alfonsine,"Stradone Bentivoglio"
221,Alfonsine,"Via 25a Brigata Garibaldi"
222,Alfonsine,"Via 25 Aprile"
223,Alfonsine,"Via 2 Giugno"
224,Alfonsine,"Via 4 Novembre"
225,Alfonsine,"Via 8 Marzo"
226,Alfonsine,"Via 8 Settembre 1944"
227,Alfonsine,"Via Agide Samaritani"
228,Alfonsine,"Via Alcide De Gasperi"
229,Alfonsine,"Via Aldo Centolani"
230,Alfonsine,"Via Alfonso Bellettini"
231,Alfonsine,"Via Alfonso Calcagnini d'Este"
232,Alfonsine,"Via Andrea Costa"
233,Alfonsine,"Via Antonio Fratti"
234,Alfonsine,"Via Antonio Gramsci"
235,Alfonsine,"Via Antonio Pezzi"
236,Alfonsine,"Via Antonio Spazzoli"
237,Alfonsine,"Via Attilio Boari"
238,Alfonsine,"Via Augusto Graziani"
239,Alfonsine,"Via Augusto Murri"
240,Alfonsine,"Via Aurelio Ravaioli"
241,Alfonsine,"Via Aurelio Saffi"
242,Alfonsine,"Via Aurelio Tarroni"
243,Alfonsine,"Via Bassa"
244,Alfonsine,"Via Bedeschi"
245,Alfonsine,"Via Borgo Palazzi"
246,Alfonsine,"Via Borse"
247,Alfonsine,"Via Bruno Buozzi"
248,Alfonsine,"Via caduti nei lager"
249,Alfonsine,"Via Canal Fusignano"
250,Alfonsine,"Via Carlo Cattaneo"
251,Alfonsine,"Via Carlo Margotti"
252,Alfonsine,"Via Carlo Pisacane"
253,Alfonsine,"Via Carraia Baracca"
254,Alfonsine,"Via Casso Madonna"
255,Alfonsine,"Via Castelletto"
256,Alfonsine,"Via Castiglione"
257,Alfonsine,"Via Cesare Terranuova"
258,Alfonsine,"Via Chiavica di Legno"
259,Alfonsine,"Via Ciro Macrelli"
260,Alfonsine,"Via Civettara"
261,Alfonsine,"Via Cuorbalestro"
262,Alfonsine,"Via Curbastro"
263,Alfonsine,"Via C. Venturi"
264,Alfonsine,"Via degli Orsini"
265,Alfonsine,"Via dei Martiri"
266,Alfonsine,"Via dei Mille"
267,Alfonsine,"Via del Gelso"
268,Alfonsine,"Via della Cooperazione"
269,Alfonsine,"Via del Lavoro"
270,Alfonsine,"Via dello Sport"
271,Alfonsine,"Via Destra Reno"
272,Alfonsine,"Via Destra Senio"
273,Alfonsine,"Via Divisione Cremona"
274,Alfonsine,"Via Don Giovanni Minzoni"
275,Alfonsine,"Via Don Luigi Liverani"
276,Alfonsine,"Via Edoardo Morelli"
277,Alfonsine,"Via Enrico Nuvoli"
278,Alfonsine,"Via Ettore Zalambani"
279,Alfonsine,"Via Eugenio Argelli"
280,Alfonsine,"Via Eugenio Curiel"
281,Alfonsine,"Via Eumeo Costa"
282,Alfonsine,"Via Felice Cavallotti"
283,Alfonsine,"Via Felice Diani"
284,Alfonsine,"Via Fernando de Rosa"
285,Alfonsine,"Via Ferruccio Parri"
286,Alfonsine,"Via Filo"
287,Alfonsine,"Via Fiumazzo"
288,Alfonsine,"Via Fiumazzo Pini"
289,Alfonsine,"Via Fiume di Sotto"
290,Alfonsine,"Via Fiume Vecchio"
291,Alfonsine,"Via Fornace Vecchia"
292,Alfonsine,"Via Fornazzo"
293,Alfonsine,"Via Fossa Menate"
294,Alfonsine,"Via Fossetta"
295,Alfonsine,"Via Fratelli Cervi"
296,Alfonsine,"Via Fratelli Rosselli"
297,Alfonsine,"Via Giacomo Brodolini"
298,Alfonsine,"Via Giacomo Gessi"
299,Alfonsine,"Via Giovanni Bovio"
300,Alfonsine,"Via Giovanni Mezzoli"
301,Alfonsine,"Via Giovanni XXIII"
302,Alfonsine,"Via Giuseppe Bendazzi"
303,Alfonsine,"Via Giuseppe Corelli"
304,Alfonsine,"Via Giuseppe Di Vittorio"
305,Alfonsine,"Via Giuseppe Mazzini"
306,Alfonsine,"Via Giuseppe Verdi"
307,Alfonsine,"Via Goffredo Mameli"
308,Alfonsine,"Via Guerrina"
309,Alfonsine,"Via Guglielmo Marconi"
310,Alfonsine,"Via Laterizi"
311,Alfonsine,"Viale Stazione"
312,Alfonsine,"Via Livellino"
313,Alfonsine,"Via Lodigiana"
314,Alfonsine,"Via Luigi Longo"
315,Alfonsine,"Via Madonna del Bosco"
316,Alfonsine,"Via Maestri del Lavoro"
317,Alfonsine,"Via Manara Valgimigli"
318,Alfonsine,"Via Maria Margotti"
319,Alfonsine,"Via Mario Angeloni"
320,Alfonsine,"Via Mario Babini"
321,Alfonsine,"Via Mario Pasi"
322,Alfonsine,"Via Martiri della Libertà"
323,Alfonsine,"Via Martiri del Ponte Bastia"
324,Alfonsine,"Via Molinazza"
325,Alfonsine,"Via Molinetto"
326,Alfonsine,"Via Montecatina"
327,Alfonsine,"Via Nagykgata"
328,Alfonsine,"Via Nerino Bisca"
329,Alfonsine,"Via Nullo Baldini"
330,Alfonsine,"Via Nuova"
331,Alfonsine,"Via Orioli"
332,Alfonsine,"Via Passetto"
333,Alfonsine,"Via Peo Bertoni"
334,Alfonsine,"Via Pietro Liverani"
335,Alfonsine,"Via Pietro Nenni"
336,Alfonsine,"Via Pradina"
337,Alfonsine,"Via Primo Guerra"
338,Alfonsine,"Via Primo Guerrini"
339,Alfonsine,"Via Primo Maggio"
340,Alfonsine,"Via Puglie"
341,Alfonsine,"Via Raspona"
342,Alfonsine,"Via Reale"
343,Alfonsine,"Via Reale Lavezzola"
344,Alfonsine,"Via Reale Voltana"
345,Alfonsine,"Via Reno"
346,Alfonsine,"Via Roma"
347,Alfonsine,"Via Rondelli"
348,Alfonsine,"Via Rossetta"
349,Alfonsine,"Via Salvador Allende"
350,Alfonsine,"Via San Savino"
351,Alfonsine,"Via Sant'Agata"
352,Alfonsine,"Via Spello"
353,Alfonsine,"Via Stroppata"
354,Alfonsine,"Via Susine"
355,Alfonsine,"Via Telane"
356,Alfonsine,"Via Terzo Lori"
357,Alfonsine,"Via Torretta"
358,Alfonsine,"Via Traversagno"
359,Alfonsine,"Via Trotta"
360,Alfonsine,"Via Ugo La Malfa"
361,Alfonsine,"Via Umbria"
362,Alfonsine,"Via Valeria"
363,Alfonsine,"Via Vecchi"
364,Alfonsine,"Via Venturi"
365,Alfonsine,"Via Vincenzo Antonellini"
366,Alfonsine,"Via Viola"
367,Alfonsine,"Via Violina"
368,Alfonsine,"Via Walter Ravaglia"
369,Alfonsine,"Via XX Settembre"
370,Alfonsine,"Via XXVIII Brigata Garibaldi"
371,Alseno,"Autostrada del Sole"
372,Alseno,"case sparse Agola"
373,Alseno,"case sparse Biraga"
374,Alseno,"case sparse Costa Muccia"
375,Alseno,"case sparse Fornace Rege'"
376,Alseno,"case sparse Paolini"
377,Alseno,"case sparse Terzolla"
378,Alseno,"Località Fornio"
379,Alseno,SP31
380,Alseno,"strada comunale dei Frati"
381,Alseno,"Strada del Guardà"
382,Alseno,"strada della Noce Morra"
383,Alseno,"Strada del Termine"
384,Alseno,"Strada di Genova"
385,Alseno,"Strada di San Francesco"
386,Alseno,"Strada Provinciale 54"
387,Alseno,"Strada Provinciale Chiaravalle"
388,Alseno,"Via Belvedere"
389,Alseno,"Via Emilia"
390,Alseno,"Via Emilia Ovest"
391,Alseno,"Via Pallavicino"
392,Alseno,"Via Provinciale 4 di Bardi"
393,"Alto Reno Terme",CAI101
394,"Alto Reno Terme","CAI 101"
395,"Alto Reno Terme","CAI 101 - 107"
396,"Alto Reno Terme","CAI 105"
397,"Alto Reno Terme","CAI 107"
398,"Alto Reno Terme","CAI 109"
399,"Alto Reno Terme","CAI 143"
400,"Alto Reno Terme","cai 145"
401,"Alto Reno Terme","CAI 145"
402,"Alto Reno Terme","CAI 147"
403,"Alto Reno Terme","CAI 147A"
404,"Alto Reno Terme","CAI 199"
405,"Alto Reno Terme","CAI MG"
406,"Alto Reno Terme","Galleria Ruvinaia"
407,"Alto Reno Terme","Località Ospedale"
408,"Alto Reno Terme",Minella
409,"Alto Reno Terme","Monte della Croce"
410,"Alto Reno Terme","Mulattiera Parchiè - Olmo"
411,"Alto Reno Terme","Non classificato CAI"
412,"Alto Reno Terme",Parcheggio
413,"Alto Reno Terme","Piazza della Libertà"
414,"Alto Reno Terme","Piazza Massarenti"
415,"Alto Reno Terme","Ponte Santella"
416,"Alto Reno Terme","Rampata Chiesa"
417,"Alto Reno Terme",Scanoreggia
418,"Alto Reno Terme","S.C. Boschi Case Boni Casa Salma"
419,"Alto Reno Terme","S,C, Castelluccio Monte Cavallo"
420,"Alto Reno Terme","SC delle Buie"
421,"Alto Reno Terme","SC del Parchiè"
422,"Alto Reno Terme","SC del Parchiè - Serenna"
423,"Alto Reno Terme","SC di Monteacuto"
424,"Alto Reno Terme","S.C. di Montecavallo"
425,"Alto Reno Terme","SC Molino di Tognarino"
426,"Alto Reno Terme","S.C. Muschini Lazzaroni Calistri"
427,"Alto Reno Terme","S.C. Rio Maggiore Varano Borgo Capanne"
428,"Alto Reno Terme","Strada Comunale di Legacci"
429,"Alto Reno Terme","STrada del Montale"
430,"Alto Reno Terme","Strada Statale 64 Porrettana"
431,"Alto Reno Terme","Via 1 Maggio"
432,"Alto Reno Terme","Via 20 Settembre"
433,"Alto Reno Terme","Via Aldo Moro"
434,"Alto Reno Terme","Via Borgolungo"
435,"Alto Reno Terme","Via Buini"
436,"Alto Reno Terme","Via Cà di Dano"
437,"Alto Reno Terme","Via Cà di Fazietto"
438,"Alto Reno Terme","Via Capponi"
439,"Alto Reno Terme","Via Case Fagnoni"
440,"Alto Reno Terme","Via Casoni"
441,"Alto Reno Terme","Via Daldi e Matteucci Fratelli"
442,"Alto Reno Terme","Via dei Salgastri"
443,"Alto Reno Terme","Via dei Salgastri 29"
444,"Alto Reno Terme","Via della Piscina"
445,"Alto Reno Terme","Via della Repubblica"
446,"Alto Reno Terme","Via della Resistenza"
447,"Alto Reno Terme","Via dell'Orsigna"
448,"Alto Reno Terme","Via Don Minzoni"
449,"Alto Reno Terme","Viadotto Berzantina"
450,"Alto Reno Terme","Via Falcone"
451,"Alto Reno Terme","Via Giuseppe Mazzini"
452,"Alto Reno Terme","Via I Maggio"
453,"Alto Reno Terme","Via John Fitzgerald Kennedy"
454,"Alto Reno Terme","Viale Caduti"
455,"Alto Reno Terme","Via Lorenzini"
456,"Alto Reno Terme","Via Lungoreno"
457,"Alto Reno Terme","Via Marconi"
458,"Alto Reno Terme","Via Matteotti"
459,"Alto Reno Terme","Via Oreste Zagnoni"
460,"Alto Reno Terme","Via Pace"
461,"Alto Reno Terme","Via Papa Giovanni XXIII"
462,"Alto Reno Terme","via Passo del Soldato"
463,"Alto Reno Terme","Via Ponte della Madonna"
464,"Alto Reno Terme","Via Ranuzzi"
465,"Alto Reno Terme","Via Roma"
466,"Alto Reno Terme","Via Rosselli"
467,"Alto Reno Terme","Via Stazione"
468,"Alto Reno Terme","Via Terme"
469,"Alto Reno Terme","Via Zagnoli"
470,"Anzola dell'Emilia","Piazza Gaetano Serra Zanetti"
471,"Anzola dell'Emilia","Rotatoria Caduti di Nassiriya"
472,"Anzola dell'Emilia","Rotonda dei Bersaglieri d'Italia"
473,"Anzola dell'Emilia","Sottopasso stazione FS Samoggia"
474,"Anzola dell'Emilia","SP568 Via Persiceto"
475,"Anzola dell'Emilia","Strada Provinciale Le budrie"
476,"Anzola dell'Emilia","Via 1° maggio"
477,"Anzola dell'Emilia","Via 20 Aprile"
478,"Anzola dell'Emilia","Via 25 Aprile"
479,"Anzola dell'Emilia","Via 2 Giugno"
480,"Anzola dell'Emilia","Via 4 Novembre"
481,"Anzola dell'Emilia","Via Achille Grandi"
482,"Anzola dell'Emilia","Via A. e G. Ragazzi"
483,"Anzola dell'Emilia","Via Albergati"
484,"Anzola dell'Emilia","Via Alvisi"
485,"Anzola dell'Emilia","Via Amendola"
486,"Anzola dell'Emilia","Via Ascari"
487,"Anzola dell'Emilia","Via Bacilliera"
488,"Anzola dell'Emilia","Via Baiesi"
489,"Anzola dell'Emilia","Via Bassa"
490,"Anzola dell'Emilia","Via Benati"
491,"Anzola dell'Emilia","Via Benedetto Croce"
492,"Anzola dell'Emilia","Via Bosi"
493,"Anzola dell'Emilia","Via Budrie"
494,"Anzola dell'Emilia","Via Caduti di Sabbiuno"
495,"Anzola dell'Emilia","Via Calanchi"
496,"Anzola dell'Emilia","Via Calari"
497,"Anzola dell'Emilia","Via Carlo Grimandi"
498,"Anzola dell'Emilia","Via Carpanelli"
499,"Anzola dell'Emilia","Via Casetti"
500,"Anzola dell'Emilia","Via Cassoletta"
501,"Anzola dell'Emilia","Via Castelletto"
502,"Anzola dell'Emilia","Via C. Chiarini"
503,"Anzola dell'Emilia","Via Chiarini"
504,"Anzola dell'Emilia","Via Cleto Guermandi"
505,"Anzola dell'Emilia","Via Cocchi"
506,"Anzola dell'Emilia","Via Confortino"
507,"Anzola dell'Emilia","Via D. Alighieri"
508,"Anzola dell'Emilia","Via D. Campana"
509,"Anzola dell'Emilia","Via del Biancospino"
510,"Anzola dell'Emilia","Via del Chiesolino"
511,"Anzola dell'Emilia","Via della Canapa"
512,"Anzola dell'Emilia","Via della Libertà"
513,"Anzola dell'Emilia","Via del Lavoro"
514,"Anzola dell'Emilia","Via delle Querce"
515,"Anzola dell'Emilia","Via delle Terremare"
516,"Anzola dell'Emilia","Via del Risorgimento"
517,"Anzola dell'Emilia","Via di Mezzo a Ponente"
518,"Anzola dell'Emilia","Via Don G.Minzoni"
519,"Anzola dell'Emilia","Via Don Landi"
520,"Anzola dell'Emilia","Via Emilia"
521,"Anzola dell'Emilia","Via Ernesto e Fioravante Alvisi"
522,"Anzola dell'Emilia","Via F. De Rosa"
523,"Anzola dell'Emilia","Via Fiorini"
524,"Anzola dell'Emilia","Via F.lli Cervi"
525,"Anzola dell'Emilia","Via F.lli Ferrari"
526,"Anzola dell'Emilia","Via Galli"
527,"Anzola dell'Emilia","Via Garibaldi"
528,"Anzola dell'Emilia","Via Gasiani"
529,"Anzola dell'Emilia","Via Gavina"
530,"Anzola dell'Emilia","Via G. Di Vittorio"
531,"Anzola dell'Emilia","Via Giacomo Matteotti"
532,"Anzola dell'Emilia","Via Goldoni"
533,"Anzola dell'Emilia","Via Gramsci"
534,"Anzola dell'Emilia","Via Grandi"
535,"Anzola dell'Emilia","Via G. Rossa"
536,"Anzola dell'Emilia","Via Guglielmo Marconi"
537,"Anzola dell'Emilia","Via Lavichielle"
538,"Anzola dell'Emilia","Via Lunga"
539,"Anzola dell'Emilia","Via Magenta"
540,"Anzola dell'Emilia","Via Magli"
541,"Anzola dell'Emilia","Via Malcantone"
542,"Anzola dell'Emilia","Via Marchetti"
543,"Anzola dell'Emilia","Via Marco Emilio Lepido"
544,"Anzola dell'Emilia","Via Mario Mazzoni"
545,"Anzola dell'Emilia","Via Masi"
546,"Anzola dell'Emilia","Via Mazzoni"
547,"Anzola dell'Emilia","Via Mezzanotte"
548,"Anzola dell'Emilia","Via Micelli"
549,"Anzola dell'Emilia","Via M.Mazzoni"
550,"Anzola dell'Emilia","Via Montale"
551,"Anzola dell'Emilia","Via N.Bonfiglioli"
552,"Anzola dell'Emilia","Via N. Bonfiglioli"
553,"Anzola dell'Emilia","Via Nuova"
554,"Anzola dell'Emilia","Via Nuvolari"
555,"Anzola dell'Emilia","Via Olmo"
556,"Anzola dell'Emilia","Via Paltrone"
557,"Anzola dell'Emilia","Via Pasolini"
558,"Anzola dell'Emilia","Via Pedrazzi"
559,"Anzola dell'Emilia","Via Persiceto"
560,"Anzola dell'Emilia","Via Piumazzo"
561,"Anzola dell'Emilia","Via Ponte Asse"
562,"Anzola dell'Emilia","Via Reggiani"
563,"Anzola dell'Emilia","Via Risorgimento"
564,"Anzola dell'Emilia","Via Roccanovella"
565,"Anzola dell'Emilia","Via Rossini"
566,"Anzola dell'Emilia","Via Rumpianesi"
567,"Anzola dell'Emilia","Via Saletta"
568,"Anzola dell'Emilia","Via Samoggia"
569,"Anzola dell'Emilia","Via Sandro Pertini"
570,"Anzola dell'Emilia","Via Santi"
571,"Anzola dell'Emilia","Via Schiavina"
572,"Anzola dell'Emilia","Via S.Clelia Barbieri"
573,"Anzola dell'Emilia","Via Senna"
574,"Anzola dell'Emilia","Via Sighinolfi"
575,"Anzola dell'Emilia","Via Sparate"
576,"Anzola dell'Emilia","Via Stradellazzo"
577,"Anzola dell'Emilia","Via Suor Orsola Donati"
578,"Anzola dell'Emilia","Via S.Zanetti"
579,"Anzola dell'Emilia","Via T.Costa"
580,"Anzola dell'Emilia","Via Terremare"
581,"Anzola dell'Emilia","Via Tombetto"
582,"Anzola dell'Emilia","Via Torresotto"
583,"Anzola dell'Emilia","Via Tre Ponti"
584,"Anzola dell'Emilia","Via Turrini"
585,"Anzola dell'Emilia","Via Uncino"
586,"Anzola dell'Emilia","Via U.Zucchini"
587,"Anzola dell'Emilia","Via Verdi"
588,"Anzola dell'Emilia","Via X Settembre 1943"
589,"Anzola dell'Emilia","Via Zanini"
590,"Anzola dell'Emilia","Via Zavattaro"
591,Argelato,"Circonvallazione delle merci"
592,Argelato,"III traversa"
593,Argelato,"II Traversa"
594,Argelato,"I Traversa"
595,Argelato,"IV Traversa"
596,Argelato,"IX Traversa"
597,Argelato,Rotonda
598,Argelato,"Rotonda Segnatello"
599,Argelato,"Rotondo Segnatello"
600,Argelato,"Trasversale di Pianura"
601,Argelato,"Via 4 portoni"
602,Argelato,"Via A. Banchieri"
603,Argelato,"Via Acquabona"
604,Argelato,"Via Adelmo Bernardi"
605,Argelato,"Via Agucchi"
606,Argelato,"Via Alcide De Gasperi"
607,Argelato,"Via Aldo Chiarini"
608,Argelato,"Via Alpa"
609,Argelato,"Via Antonio Gramsci"
610,Argelato,"Via Antonio Vivaldi"
611,Argelato,"Via Argelati"
612,Argelato,"Via Beata Vergine"
613,Argelato,"Via Bonaccorsi"
614,Argelato,"Via Bruno Stagni"
615,Argelato,"Via Canaletta"
616,Argelato,"Via Carlo Malaguti"
617,Argelato,"Via Casadio"
618,Argelato,"Via Casa Rossa"
619,Argelato,"Via Centese"
620,Argelato,"Via Cesare Grazia"
621,Argelato,"Via degli Aceri"
622,Argelato,"Via degli Argentieri"
623,Argelato,"Via degli Artigiani"
624,Argelato,"Via degli Olmi"
625,Argelato,"Via degli Operai"
626,Argelato,"Via degli Orefici"
627,Argelato,"Via degli Scudai"
628,Argelato,"Via degli Speziali"
629,Argelato,"Via dei Calderai"
630,Argelato,"Via dei Cardatori"
631,Argelato,"Via dei Ciliegi"
632,Argelato,"Via dei Drappieri"
633,Argelato,"Via dei Fabbri"
634,Argelato,"Via dei Falegnami"
635,Argelato,"Via dei Frassini"
636,Argelato,"Via dei Gelsi"
637,Argelato,"Via dei Giudei"
638,Argelato,"Via dei Lanaioli"
639,Argelato,"Via dei Notai"
640,Argelato,"Via dei Pellicciai"
641,Argelato,"Via dei Pignattari"
642,Argelato,"Via dei Pioppi"
643,Argelato,"Via dei Platani"
644,Argelato,"Via dei Salici"
645,Argelato,"Via dei Setaioli"
646,Argelato,"Via dei Tessitori"
647,Argelato,"Via dei Tigli"
648,Argelato,"Via dei Tintori"
649,Argelato,"Via della Costituzione"
650,Argelato,"Via della Fossa"
651,Argelato,"Via della Meccanica"
652,Argelato,"Via della Repubblica"
653,Argelato,"Via della Tecnica"
654,Argelato,"Via del Lavoro"
655,Argelato,"Via delle Querce"
656,Argelato,"Via dell'Industria"
657,Argelato,"Via d'Erba"
658,Argelato,"Via di Malacappa"
659,Argelato,"Via Don Francesco Pasti"
660,Argelato,"Via Don G. Minzoni"
